,taxon_name,marine
999,Corvus corone,False
1000,Corvus monedula,False
1001,Corydendrium parasiticum,True
1002,Corymbia ficifolia,False
1003,Corymorpha nutans,True
1004,Corynactis viridis,True
1005,Coryphaena hippurus,True
1006,Coryphoblennius galerita,True
1007,Corystes cassivelaunus,True
1008,Coscinasterias tenuispina,True
1009,Cotesia glomerata,False
1010,Cotoneaster lacteus,False
1011,Cottoniella filamentosa,True
1012,Cotylorhiza tuberculata,True
1013,Crambe crambe,True
1014,Crangon crangon,True
1015,Crataegus monogyna,False
1016,Cratena peregrina,True
1017,Creightonella albisecta,False
1018,Crella pulvinar,True
1019,Crematogaster scutellaris,False
1020,Crepidula fornicata,True
1021,Crepidula moulinsii,True
1022,Crepis capillaris,False
1023,Creseis acicula,True
1024,Creseis conica,True
1025,Cribrinopsis crassa,True
1026,Crimora papillata,True
1027,Crioceris duodecimpunctata,False
1028,Crioceris paracenthesis,False
1029,Crisia,True
1030,Crisia denticulata,True
1031,Cristaria glaucophylla,False
1032,Crithmum maritimum,True
1033,Crocidura russula,False
1034,Crocothemis erythraea,False
1035,Crocothemis servilia,False
1036,Crocus nudiflorus,False
1037,Cronius ruber,True
1038,Crotophaga ani,False
1039,Crotophaga major,False
1040,Crucianella maritima,False
1041,Crucibulum laeve,False
1042,Cryphia muralis,False
1043,Cryptocephalus rugicollis,False
1044,Cryptogramma crispa,False
1045,Cryptoprocta ferox,False
1046,Cryptosoma cristatum,True
1047,Ctena decussata,True
1048,Ctenochaetus striatus,True
1049,Ctenochares bicolorus,False
1050,Ctenolabrus rupestris,True
1051,Ctenophora festiva,False
1052,Cucurbita pepo,False
1053,Cunina globosa,True
1054,Cupressus arizonica,False
1055,Cupressus sempervirens,False
1056,Curveulima dautzenbergi,True
1057,Cuscuta epithymum,False
1058,Cuscuta pentagona,False
1059,Cutleria,True
1060,Cutleria adspersa,True
1061,Cutleria multifida,True
1062,Cyanistes caeruleus,False
1063,Cyanocorax chrysops,False
1064,Cyanopica cyana,False
1065,Cyclocybe cylindracea,False
1066,Cyclophora puppillaria,False
1067,Cycloporus papillosus,True
1068,Cyclosa conica,False
1069,Cydalima perspectalis,False
1070,Cydnus aterrimus,False
1071,Cydonia oblonga,False
1072,Cyerce cristallina,True
1073,Cyerce graeca,True
1074,Cygnus atratus,True
1075,Cygnus cygnus,False
1076,Cygnus olor,False
1077,Cylindromyia auriceps,False
1078,Cylindromyia rufifrons,False
1079,Cylista undata,True
1080,Cymbalaria muralis,False
1081,Cymbalophora pudica,False
1082,Cymbulia peronii,True
1083,Cymodoce emarginata,True
1084,Cymodoce truncata,True
1085,Cymodocea nodosa,True
1086,Cymopolia barbata,True
1087,Cynanchum acutum,False
1088,Cynara scolymus,False
1089,Cynips quercusfolii,False
1090,Cynoglossum cheirifolium,False
1091,Cynoglossum creticum,False
1092,Cynosurus echinatus,False
1093,Cyprinus carpio,True
1094,Cypseloides senex,False
1095,Cyrtarachne ixoides,False
1096,Cyrtophora citricola,False
1097,Cystodytes dellechiajei,True
1098,Cystoseira abies-marina,True
1099,Cystoseira barbata,True
1100,Cystoseira brachycarpa,True
1101,Cystoseira compressa,True
1102,Cystoseira crinita,True
1103,Cystoseira humilis,True
1104,Cystoseira mediterranea,True
1105,Cystoseira sedoides,True
1106,Cytinus ruber,False
1107,Cytisus villosus,False
1108,Dactylopius opuntiae,False
1109,Dactylopterus volitans,True
1110,Dactylorhiza maculata,False
1111,Daedaleopsis confragosa,False
1112,Dagetichthys lusitanicus,True
1113,Daktulosphaera vitifoliae,False
1114,Dalophis imberbis,True
1115,Dama dama,False
1116,Danaus chrysippus,False
1117,Daphne gnidium,False
1118,Daphne laureola,False
1119,Daphne mezereum,False
1120,Dardanus arrosor,True
1121,Dardanus calidus,True
1122,Dascyllus aruanus,True
1123,Dascyllus trimaculatus,True
1124,Dasya,True
1125,Dasyatis pastinaca,True
1126,Dasyatis tortonesei,True
1127,Dasybranchus gajolae,True
1128,Dasycera oliviella,False
1129,Dasycladus vermicularis,True
1130,Dasypogon diadema,False
1131,Datura stramonium,False
1132,Daucus carota,False
1133,Daucus carota hispanicus,False
1134,Decapterus macarellus,True
1135,Decipisagitta decipiens,True
1136,Decticus albifrons,False
1137,Deilephila porcellus,False
1138,Deiopea kaloktenota,True
1139,Delichon urbicum,False
1140,Delphinium halteratum,False
1141,Delphinium peregrinum,False
1142,Dendrocopos major,False
1143,Dendrocopos minor,False
1144,Dendrodoris fumata,True
1145,Dendrodoris grandiflora,True
1146,Dendrodoris herytra,True
1147,Dendrodoris limbata,True
1148,Dendrodoris temarana,True
1149,Dendrolimus pini,False
1150,Dendrophyllia ramea,True
1151,Dendroxea lenis,True
1152,Dentex dentex,True
1153,Deraeocoris ruber,False
1154,Derbesia tenuissima,True
1155,Derilambrus angulifrons,True
1156,Dermestes undulatus,False
1157,Diadema antillarum,True
1158,Dianthus seguieri,False
1159,Diaperis boleti,False
1160,Diaphora mendica,False
1161,Diaphorodoris alba,True
1162,Diaphorodoris luteocincta,True
1163,Diaphorodoris papillata,True
1164,Diasemia reticularis,False
1165,Diazona violacea,True
1166,Dicata odhneri,True
1167,Dicentrarchus,True
1168,Dicentrarchus labrax,True
1169,Dicentrarchus punctatus,True
1170,Dicladispa testacea,False
1171,Dicrurus forficatus,False
1172,Dictyopteris polypodioides,True
1173,Dictyota,True
1174,Dictyota cyanoloma,True
1175,Dictyota dichotoma,True
1176,Dictyota dichotoma intricata,False
1177,Dictyota fasciola,True
1178,Dictyota spiralis,True
1179,Dictyotaceae,True
1180,Didemnidae,True
1181,Didemnum,True
1182,Didemnum commune,True
1183,Didemnum coriaceum,True
1184,Didemnum maculosum,True
1185,Didemnum protectum,True
1186,Didogobius kochi,True
1187,Didogobius splechtnai,True
1188,Digitalis lutea,False
1189,Digitaria digitaria,True
1190,Digitaria sanguinalis,False
1191,Diodon liturosus,True
1192,Diodora,True
1193,Diodora gibberula,True
1194,Diodora graeca,True
1195,Diodora italica,True
1196,Diogenes pugilator,True
1197,Diopatra neapolitana,True
1198,Dioscorea communis,False
1199,Dipcadi serotinum,False
1200,Diphyes chamissonis,True
1201,Diplecogaster bimaculata,True
1202,Diplodonta rotundata,True
1203,Diplodus,True
1204,Diplodus annularis,True
1205,Diplodus cadenati,True
1206,Diplodus cervinus,True
1207,Diplodus puntazzo,True
1208,Diplodus sargus,True
1209,Diplodus vulgaris,True
1210,Diplolepis rosae,False
1211,Diplosoma listerianum,True
1212,Diplosoma spongiforme,True
1213,Diplotaxis,True
1214,Diplotaxis erucoides,False
1215,Diplotomma hedinii,False
1216,Diporula verrucosa,True
1217,Dipsacus fullonum,False
1218,Discocelis tigrina,True
1219,Discodoris rosi,True
1220,Discoglossus pictus,False
1221,Discomedusa lobata,True
1222,Disporella,True
1223,Disporella hispida,True
1224,Distaplia magnilarva,True
1225,Distoleon tetragrammicus,False
1226,Ditrupa arietina,True
1227,Dittrichia viscosa,False
1228,Diuca diuca,False
1229,Dolabrifera edmundsi,True
1230,Dolycoris baccarum,False
1231,Donacilla cornea,True
1232,Donax semistriatus,True
1233,Donax trunculus,True
1234,Donax variegatus,True
1235,Donax venustus,True
1236,Donax vittatus,True
1237,Dorcus parallelipipedus,False
1238,Doridicola agilis,True
1239,Doriopsilla areolata,True
1240,Doriopsilla pelseneeri,True
1241,Doriopsilla rarispinosa,True
1242,Doris bertheloti,True
1243,Doris ocelligera,True
1244,Doris pseudoargus,True
1245,Doris verrucosa,True
1246,Doronicum pardalianches,False
1247,Dorycnium hirsutum,False
1248,Dorycnium pentaphyllum,False
1249,Dorycnium rectum,False
1250,Dosinia exoleta,True
1251,Dosinia lupinus,True
1252,Doto,True
1253,Doto cervicenigra,True
1254,Doto coronata,True
1255,Doto dunnei,True
1256,Doto eireana,True
1257,Doto eo,True
1258,Doto floridicola,True
1259,Doto fluctifraga,True
1260,Doto fragaria,True
1261,Doto fragilis,True
1262,Doto koenneckeri,True
1263,Doto maculata,True
1264,Doto paulinae,True
1265,Doto pinnatifida,True
1266,Doto pygmaea,True
1267,Doto rosea,True
1268,Drachiella spectabilis,True
1269,Drepanogigas albolineatus,True
1270,Drilus flavescens,False
1271,Drimia maritima,False
1272,Dromia marmorea,True
1273,Dromia personata,True
1274,Dryopteris filix-mas,False
1275,Duponchelia fovealis,False
1276,Duvaucelia manicata,True
1277,Duvaucelia odhneri,True
1278,Duvaucelia plebeia,True
1279,Duvaucelia striata,True
1280,Dyroderes umbraculatus,False
1281,Dysdera crocata,False
1282,Dysgonia algira,False
1283,Dysidea,True
1284,Dysidea avara,True
1285,Dysidea fragilis,True
1286,Ebalia edwardsii,True
1287,Ebalia tuberosa,True
1288,Ebalia tumefacta,True
1289,Ecballium elaterium,False
1290,Echiichthys vipera,True
1291,Echinaster sepositus,True
1292,Echinocardium,True
1293,Echinocardium cordatum,True
1294,Echinocyamus pusillus,True
1295,Echinolittorina punctata,True
1296,Echinometra mathaei,True
1297,Echinophora spinosa,False
1298,Echinops ritro,False
1299,Echinus melo,True
1300,Echium,False
1301,Echium candicans,False
1302,Echium vulgare,False
1303,Ecteinascidia herdmani,True
1304,Ecteinascidia turbinata,True
1305,Ectemnius alishanus,False
1306,Ectophasia crassipennis,False
1307,Edmundsella pedata,True
1308,Egretta garzetta,True
1309,Egretta sacra,True
1310,Egretta thula,True
1311,Elaenia albiceps,False
1312,Eleagnus angustifolia,False
1313,Electra posidoniae,True
1314,Eledone cirrhosa,True
1315,Elephas maximus,False
1316,Ellisolandia elongata,True
1317,Elysia cauze,True
1318,Elysia flava,True
1319,Elysia margaritae,True
1320,Elysia ornata,True
1321,Elysia papillosa,True
1322,Elysia timida,True
1323,Elysia tomentosa,True
1324,Elysia translucens,True
1325,Elysia viridis,True
1326,Emarginula huzardii,True
1327,Emarginula octaviana,True
1328,Emarginula sicula,True
1329,Emberiza calandra,False
1330,Emberiza cia,False
1331,Emberiza cirlus,False
1332,Emberiza citrinella,False
1333,Emberiza schoeniclus,False
1334,Emberiza schoeniculus,False
1335,Embothrium coccineum,False
1336,Emmelina monodactyla,False
1337,Empis nigritarsis,False
1338,Empusa pennata,False
1339,Emys orbicularis,False
1340,Enchelycore anatina,True
1341,Endectyon pilosus,True
1342,Endeis spinosa,True
1343,Engraulis encrasicolus,True
1344,Enolmis acanthella,False
1345,Enoplometopus antillensis,True
1346,Enoplops scapha,False
1347,Ensis ensis,True
1348,Ensis minor,True
1349,Ephippiger diurnus,False
1350,Epidalea calamita,False
1351,Epilobium hirsutum,False
1352,Epinephelus caninus,True
1353,Epinephelus costae,True
1354,Epinephelus marginatus,True
1355,Epinephelus merra,True
1356,Epinotia thapsiana,False
1357,Epipactis helleborine,False
1358,Epipactis tremolsii,False
1359,Epirrhoe alternata,False
1360,Episcomitra cornicula,True
1361,Epistrophe eligans,False
1362,Episyrphus balteatus,False
1363,Epitonium clathrus,True
1364,Epizoanthus arenaceus,True
1365,Equisetum telmateia,False
1366,Equus caballus,False
1367,Ercolania coerulea,True
1368,Ercolania lozanoi,True
1369,Ercolania selva,True
1370,Ercolania viridis,True
1371,Erebia cassioides,False
1372,Erebia meolans,False
1373,Erebia neoridas,False
1374,Eremocoris fenestratus,False
1375,Eretmochelys imbricata,True
1376,Ergates faber,False
1377,Erica,False
1378,Erica arborea,False
1379,Ericaria brachycarpa,True
1380,Erigeron floribundus,False
1381,Erinaceus europaeus,False
1382,Eriobotrya japonica,False
1383,Eriphia verrucosa,True
1384,Eristalinus taeniops,False
1385,Eristalis,False
1386,Eristalis similis,False
1387,Eristalis tenax,False
1388,Erithacus rubecula,False
1389,Erodium,False
1390,Erodium chium,False
1391,Erodium foetidum,False
1392,Erodium glandulosum,False
1393,Erodium malacoides,False
1394,Erodium moschatum,False
1395,Erucastrum nasturtiifolium,False
1396,Eryngium campestre,False
1397,Eryngium maritimum,False
1398,Erythrina crista-galli,False
1399,Erythrura pealii,False
1400,Escharella variolosa,True
1401,Estrilda astrild,False
1402,Eualus cranchii,True
1403,Eualus occultus,True
1404,Euapta lappa,True
1405,Eublemma cochylioides,False
1406,Eubranchus arci,True
1407,Eubranchus exiguus,True
1408,Eubranchus prietoi,True
1409,Eucera longicornis,False
1410,Eucera nigrilabris,False
1411,Euchloe crameri,False
1412,Eudendrium,True
1413,Eudendrium capillare,True
1414,Eudendrium racemosum,True
1415,Eudistoma angolanum,True
1416,Eudistoma costai,True
1417,Eudistoma rubrum,True
1418,Eudonia angustea,False
1419,Eudynamys scolopaceus,False
1420,Eudyptes chrysocome,True
1421,Eulalia viridis,True
1422,Eumenes mediterraneus,False
1423,Eunice dubitata,True
1424,Eunicella cavolini,True
1425,Eunicella gazella,True
1426,Eunicella singularis,True
1427,Eunicella verrucosa,True
1428,Euodynerus posticus,False
1429,Euodynerus variegatus,False
1430,Euonymus europaeus,False
1431,Eupatorium cannabinum,False
1432,Euphorbia,True
1433,Euphorbia amygdaloides,False
1434,Euphorbia characias,False
1435,Euphorbia exigua,False
1436,Euphorbia flavicoma,False
1437,Euphorbia helioscopia,False
1438,Euphorbia nicaeensis,False
1439,Euphorbia paralias,True
1440,Euphorbia peplus,False
1441,Euphorbia segetalis,False
1442,Euphorbia serrata,False
1443,Euphorbia terracina,False
1444,Euphrosine foliosa,True
1445,Euphydryas aurinia,False
1446,Eupithecia centaureata,False
1447,Eupithecia ultimaria,False
1448,Euplagia quadripunctaria,False
1449,Euplokamis stationis,True
1450,Eupogodon planus,True
1451,Eupolymnia nebulosa,True
1452,Eurhamphaea vexilligera,True
1453,Eurhomalea ninfasiensis,True
1454,Eurydema oleracea,False
1455,Eurydema ornata,False
1456,Eurydema ventralis,False
1457,Eurylepta cornuta,True
1458,Euryleptidae,True
1459,Eurythoe complanata,True
1460,Euspira pulchella,True
1461,Euthria cornea,True
1462,Euthynnus alletteratus,True
1463,Eutima gegenbauri,True
1464,Eutrigla gurnardus,True
1465,Evarcha jucunda,False
1466,Evergestis frumentalis,False
1467,Evernia prunastri,True
1468,Exaiptasia diaphana,True
1469,Exobasidium rhododendri,False
1470,Exogone,True
1471,Exosoma lusitanicum,False
1472,Eyprepocnemis plorans,False
1473,Fabaceae,False
1474,Facelina annulicornis,True
1475,Facelina auriculata,True
1476,Facelina dubia,True
1477,Facelina rubrovittata,True
1478,Facelina vicina,True
1479,Facelinopsis marioni,True
1480,Fagus sylvatica,False
1481,Falco peregrinus,False
1482,Falco subbuteo,False
1483,Falco tinnunculus,False
1484,Fasciospongia cavernosa,True
1485,Fatsia japonica,False
1486,Favorinus blianus,True
1487,Favorinus branchialis,True
1488,Favorinus vitreus,True
1489,Felimare bilineata,True
1490,Felimare fontandraui,True
1491,Felimare gasconi,True
1492,Felimare orsinii,True
1493,Felimare picta,True
1494,Felimare tricolor,True
1495,Felimare villafranca,True
1496,Felimida binza,True
1497,Felimida krohni,True
1498,Felimida luteorosea,True
1499,Felimida purpurea,True
1500,Felimida rodomaculata,True
1501,Felis catus,False
1502,Felis silvestris catus,False
1503,Ferula communis,False
1504,Ficedula hypoleuca,False
1505,Ficus,True
1506,Ficus benjamina,False
1507,Ficus carica,False
1508,Filograna implexa,True
1509,Fiona pinnata,True
1510,Fissurella nubecula,True
1511,Fistularia commersonii,True
1512,Fistularia petimba,True
1513,Fjordia lineata,True
1514,Flabellia petiolata,True
1515,Flabelligera affinis,True
1516,Flabellina affinis,True
1517,Flabellina cavolini,True
1518,Flabellina dushia,True
1519,Flabellina gaditana,True
1520,Flavoparmelia soredians,False
1521,Flavoplaca citrina,False
1522,Flexopecten flexuosus,True
1523,Flexopecten hyalinus,True
1524,Foeniculum vulgare,False
1525,Fomes fomentarius,False
1526,Fomitopsis pinicola,False
1527,Forficula,False
1528,Forficula auricularia,False
1529,Forskalia edwardsii,True
1530,Forskalia tholoides,True
1531,Fragaria vesca,False
1532,Fratercula arctica,True
1533,Fraxinus angustifolia syriaca,False
1534,Fringilla coelebs,False
1535,Frondipora verrucosa,True
1536,Frontinellina frutetorum,False
1537,Fucus,True
1538,Fulica armillata,False
1539,Fulica atra,False
1540,Fulica cristata,False
1541,Fulmarus glacialis,True
1542,Fumana ericoides,False
1543,Fumaria capreolata,False
1544,Fumaria officinalis,False
1545,Gaidropsarus mediterraneus,True
1546,Galactites tomentosa,False
1547,Galatella sedifolia,False
1548,Galathea bolivari,True
1549,Galathea squamifera,True
1550,Galathea strigosa,True
1551,Galeodea echinophora,True
1552,Galeomma turtoni,True
1553,Galeopsis ladanum,False
1554,Galerida cristata,False
1555,Galerida theklae,False
1556,Galeruca tanaceti,False
1557,Galium aparine,False
1558,Galium lucidum,False
1559,Gallinago gallinago,False
1560,Gallinago paraguaiae,True
1561,Gallinula chloropus,False
1562,Gambusia affinis,True
1563,Gambusia holbrooki,True
1564,Gammogobius steinitzi,True
1565,Ganoderma lucidum,False
1566,Gargamella perezi,True
1567,Gari costulata,True
1568,Gari depressa,True
1569,Gari fervensis,True
1570,Garrulus glandarius,False
1571,Gastrana fragilis,True
1572,Gastroclonium clavatum,True
1573,Gaura lindheimeri,False
1574,Gavia immer,True
1575,Gazania rigens,False
1576,Gegenes nostrodamus,False
1577,Geitodoris perfossa,True
1578,Geitodoris planata,True
1579,Geitodoris portmanni,True
1580,Gelidium bipectinatum,True
1581,Gelidium spinosum,True
1582,Gelochelidon nilotica,True
1583,Gemophos viverratoides,True
1584,Genetta genetta,False
1585,Genista balansae,False
1586,Genista scorpius,False
1587,Gentiana alpina,False
1588,Gentiana verna,False
1589,Geocoris erythrocephalus,False
1590,Geodia cydonium,True
1591,Geometridae,False
1592,Geranium columbinum,False
1593,Geranium molle,False
1594,Geranium robertianum,False
1595,Geranium rotundifolium,False
1596,Geranium sanguineum,False
1597,Gerris lacustris,False
1598,Geum rivale,False
1599,Gibberula epigrus,True
1600,Gibberula hernandezi,True
1601,Gibberula miliaria,True
1602,Gibberula oryza,True
1603,Gibberula philippii,True
1604,Gibberula secreta,True
1605,Gibbula,True
1606,Gibbula ardens,True
1607,Gibbula fanulum,True
1608,Gibbula magus,True
1609,Gibbula turbinoides,True
1610,Gibbula umbilicalis,True
1611,Gilvossius tyrrhenus,True
1612,Gladiolus illyricus,False
1613,Gladiolus italicus,False
1614,Gladiolus tristis,False
1615,Glans trapezia,True
1616,Glareola pratincola,True
1617,Glaucium flavum,False
1618,Glaucus atlanticus,True
1619,Glebionis segetum,False
1620,Globicephala melas,True
1621,Globularia alypum,False
1622,Globularia vulgaris,False
1623,Glycaspis brimblecombei,False
1624,Glycera,True
1625,Glycymeris,True
1626,Glycymeris bimaculata,True
1627,Glycymeris glycymeris,True
1628,Glycymeris nummaria,True
1629,Glycymeris pilosa,True
1630,Glyphipterix simpliciella,False
1631,Gnathia maxillaris,True
1632,Gnatholepis thompsoni,True
1633,Gnathophyllum americanum,True
1634,Gnathophyllum elegans,True
1635,Gobius,True
1636,Gobius cobitis,True
1637,Gobius cruentatus,True
1638,Gobius gasteveni,True
1639,Gobius geniporus,True
1640,Gobius incognitus,True
1641,Gobius niger,True
1642,Gobius paganellus,True
1643,Gobius roulei,True
1644,Gobius vittatus,True
1645,Gobius xanthocephalus,True
1646,Gobiusculus flavescens,True
1647,Godiva quadricolor,True
1648,Golfingia vulgaris,True
1649,Gomphocarpus fruticosus fruticosus,False
1650,Gomphosus varius,True
1651,Gomphus simillimus,False
1652,Gonepteryx cleopatra,False
1653,Gonepteryx rhamni,False
1654,Goniodoris barroisi,True
1655,Goniodoris castanea,True
1656,Goniodoris nodosa,True
1657,Gonocerus insidiator,False
1658,Gouania willdenowi,True
1659,Gouldia minima,True
1660,Gracilechinus acutus,True
1661,Grammodes bifasciata,False
1662,Grammodes stolida,False
1663,Grammonus ater,True
1664,Grantia compressa,True
1665,Granulina marginata,True
1666,Graphosoma italicum,False
1667,Graphosoma semipunctatum,False
1668,Grapsus adscensionis,True
1669,Graptostethus servus,False
1670,Graptostethus servus servus,False
1671,Grateloupia filicina,True
1672,Grateloupia turuturu,True
1673,Gregariella petagnae,True
1674,Grevillea juniperina,False
1675,Grus grus,False
1676,Grus japonensis,False
1677,Gryllotalpa gryllotalpa,False
1678,Guanchia pubescens,False
1679,Gulsonia nodulosa,True
1680,Gymnadenia nigra,False
1681,Gymnammodytes cicerelus,True
1682,Gymnogongrus crenulatus,True
1683,Gymnopus dryophilus,False
1684,Gymnorhina tibicen,False
1685,Gymnoscelis rufifasciata,False
1686,Gymnosoma rotundatum,False
1687,Gymnothorax miliaris,True
1688,Gymnothorax unicolor,True
1689,Gymnura altavela,True
1690,Gypaetus barbatus,False
1691,Gyps fulvus,False
1692,Gyrinus,False
1693,Hacelia attenuata,True
1694,Haematopus ater,True
1695,Haematopus leucopodus,True
1696,Haematopus ostralegus,True
1697,Halcampoides purpureus,True
1698,Halecium halecium,True
1699,Halichoeres scapularis,True
1700,Halichondria panicea,True
1701,Haliclona,True
1702,Haliclona fulva,True
1703,Haliclona latens,True
1704,Haliclona mediterranea,True
1705,Haliclona mucosa,True
1706,Haliclona simulans,True
1707,Halictidae,False
1708,Halictus,False
1709,Halictus fulvipes,False
1710,Halictus scabiosae,False
1711,Halictus subauratus,False
1712,Halimeda discoidea,True
1713,Halimeda tuna,True
1714,Haliotis tuberculata,True
1715,Halisarca harmelini,True
1716,Haloa japonica,True
1717,Halocynthia papillosa,True
1718,Halopteris filicina,True
1719,Halopteris scoparia,True
1720,Halymenia elongata,True
1721,Halyomorpha halys,False
1722,Haminoea,True
1723,Haminoea exigua,True
1724,Haminoea hydatis,True
1725,Haminoea navicula,True
1726,Haminoea orbignyana,True
1727,Haminoea orteai,True
1728,Hancockia uncinata,True
1729,Harmonia axyridis,False
1730,Harmonia quadripunctata,False
1731,Harmothoe areolata,True
1732,Harmothoe extenuata,True
1733,Harpella forficella,False
1734,Hedera,True
1735,Hedera helix,False
1736,Helianthus annuus,False
1737,Helianthus tuberosus,False
1738,Helichrysum stoechas,False
1739,Helicigona lapicida,False
1740,Helicoverpa armigera,False
1741,Heliophanus apiatus,False
1742,Heliothis nubigera,False
1743,Heliothis peltigera,False
1744,Heliothis viriplaca,False
1745,Heliotropium europaeum,False
1746,Helleborus foetidus,False
1747,Helophilus pendulus,False
1748,Helophilus trivittatus,False
1749,Helvella crispa,False
1750,Helvella lacunosa,False
1751,Helvella leucomelaena,False
1752,Helvella leucopus,False
1753,Hemibdella solae,False
1754,Hemibdella soleae,True
1755,Hemicentetes semispinosus,False
1756,Hemimycale,True
1757,Hemimycale columella,True
1758,Hemimycale mediterranea,True
1759,Hemimysis margalefi,True
1760,Hemipenthes velutina,False
1761,Heniochus pleurotaenia,True
1762,Hepatica nobilis,False
1763,Herbstia condyliata,True
1764,Hercoglossa romeroi,False
1765,Hermaea bifida,True
1766,Hermaea cantabra,True
1767,Hermaea paucicirra,True
1768,Hermaea variopicta,True
1769,Hermania scabra,True
1770,Hermetia illucens,False
1771,Hermodice carunculata,True
1772,Herpestes javanicus,False
1773,Hesione splendida,True
1774,Hesperia comma,False
1775,Heteracris littoralis,False
1776,Heteranomia squamula,True
1777,Heteroconger longissimus,True
1778,Heteropriacanthus cruentatus,True
1779,Heterotoma planicornis,False
1780,Hexadella racovitzai,True
1781,Hexaplex trunculus,True
1782,Hiatella arctica,True
1783,Hieraaetus fasciatus,False
1784,Hieraaetus pennatus,False
1785,Hildenbrandia crouaniorum,True
1786,Hildenbrandia rubra,True
1787,Himantoglossum robertianum,False
1788,Himantopus himantopus,True
1789,Hipparchia fidia,False
1790,Hipparchia hermione,False
1791,Hipparchia statilinus,False
1792,Hippobosca equina,False
1793,Hippocampus algiricus,True
1794,Hippocampus guttulatus,True
1795,Hippocampus hippocampus,True
1796,Hippocrepis comosa,False
1797,Hippolais polyglotta,False
1798,Hippolyte,True
1799,Hippolyte coerulescens,True
1800,Hippolyte garciarasoi,True
1801,Hippolyte inermis,True
1802,Hippolyte leptocerus,True
1803,Hippolyte prideauxiana,True
1804,Hippolyte varians,True
1805,Hippopodius hippopus,True
1806,Hirschfeldia incana,False
1807,Hirudo medicinalis,False
1808,Hirundo rupestris,False
1809,Hirundo rustica,False
1810,Hirundo tahitica,False
1811,Histrionicus histrionicus,True
1812,Hogna radiata,False
1813,Holothuria,True
1814,Holothuria arguinensis,True
1815,Holothuria forskali,False
1816,Holothuria mammata,True
1817,Holothuria poli,True
1818,Holothuria sanctori,True
1819,Holothuria tubulosa,True
1820,Homarus gammarus,True
1821,Homoeosoma sinuella,False
1822,Homogyne alpina,False
1823,Homotrema rubra,True
1824,Hoplangia durotrix,True
1825,Hoplia coerulea,False
1826,Hoploplana villosa,True
1827,Hordeum murinum,False
1828,Hordeum murinum leporinum,False
1829,Horisme vitalbata,False
1830,Humulus lupulus,False
1831,Hyalessa maculaticollis,False
1832,Hyalocylis striata,True
1833,Hydatina physis,True
1834,Hydnum repandum,False
1835,Hydractinia echinata,True
1836,Hydriris ornatalis,False
1837,Hydroclathrus clathratus,True
1838,Hydroglyphus geminus,False
1839,Hydroides ezoensis,True
1840,Hydroides norvegicus,True
1841,Hydroprogne caspia,True
1842,Hygrocybe virginea,False
1843,Hyla japonica,False
1844,Hyla meridionalis,False
1845,Hylaeus,False
1846,Hylaeus pictus,False
1847,Hylaeus punctatus,False
1848,Hyles euphorbiae,False
1849,Hyles livornica,False
1850,Hylocomium splendens,False
1851,Hymenoptila rotundipennis,False
1852,Hyparrhenia hirta,False
1853,Hypena lividalis,False
1854,Hypena obsitalis,False
1855,Hypera postica,False
1856,Hypericum androsaemum,False
1857,Hypericum perforatum,False
1858,Hypleurochilus bananensis,True
1859,Hypleurochilus pseudoaequipinnis,True
1860,Hypnea musciformis,True
1861,Hypoxylon fuscum,False
1862,Iberodorcadion suturale,False
1863,Icerya purchasi,False
1864,Ichthyaetus audouinii,False
1865,Ichthyaetus melanocephalus,True
1866,Idaea efflorata,False
1867,Idaea eugeniata,False
1868,Idaea laevigata,False
1869,Idaea ochrata,False
1870,Idaea politaria,False
1871,Idaea seriata,False
1872,Idmidronea atlantica,True
1873,Idotea balthica,True
1874,Idotea linearis,True
1875,Idotea metallica,True
1876,Iguana iguana,False
1877,Ilex aquifolium,False
1878,Ilia nucleus,True
1879,Illeis galbula,False
1880,Impatiens balfourii,False
1881,Inachus,True
1882,Inachus communissimus,True
1883,Inachus phalangium,True
1884,Indri indri,False
1885,Inocybe dulcamara,False
1886,Inonotus hispidus,False
1887,Inonotus tamaricis,False
1888,Inula conyza,False
1889,Inula crithmoides,False
1890,Iphiclides feisthamelii,False
1891,Ipomoea indica,False
1892,Ipomoea purpurea,False
1893,Ircinia oros,True
1894,Ircinia variabilis,True
1895,Iris germanica,False
1896,Iris oratoria,False
1897,Iris pseudacorus,False
1898,Irus irus,True
1899,Irvinea boergesenii,True
1900,Irvinea chiajeana,True
1901,Isara cornea,True
1902,Isarachnanthus maderensis,True
1903,Ischnochiton rissoi,True
1904,Ischnura elegans,False
1905,Isodontia mexicana,False
1906,Isotrias rectifasciana,False
1907,Issoria lathonia,False
1908,Ixobrychus minutus,False
1909,Jacobaea leucophylla,False
1910,Jania,True
1911,Jania adhaerens,True
1912,Jania rubens,True
1913,Jania virgata,True
1914,Janolus faustoi,True
1915,Janolus hyalinus,True
1916,Janthina janthina,True
1917,Janua heterostropha,True
1918,Jassa marmorata,True
1919,Jorunna evansi,True
1920,Jorunna onubensis,True
1921,Jorunna tomentosa,True
1922,Juglans regia,False
1923,Jujubinus exasperatus,True
1924,Jujubinus striatus,True
1925,Juncus,True
1926,Juncus acutus,True
1927,Juncus inflexus,False
1928,Juncus maritimus,True
1929,Juniperus communis,False
1930,Juniperus communis saxatilis,False
1931,Juniperus oxycedrus,False
1932,Juniperus oxycedrus macrocarpa,False
